has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,full_time_position,processing_time_days,target_binary,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Bachelor's,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Hour,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year
0,0,418,1997,621.3853,1,22,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
1,0,6272,1975,125311.45,1,49,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,1,2425,1972,157482.58,1,45,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,4395,2005,35424.19,1,33,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,1000,1998,49434.03,1,41,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,82,2001,61386.2,1,44,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,3755,2011,72124.54,1,46,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,1,1405,2010,110302.99,1,69,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,2827,1997,127564.06,1,42,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,1242,2005,42543.51,1,56,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,1945,2002,516.5716,1,35,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0,3308,1978,39473.02,1,53,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1,2061,1999,78967.52,1,40,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,4657,2008,59037.73,1,41,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,4970,1996,10517.0,1,15,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,872,1900,51836.04,1,52,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,5902,2005,105861.03,1,40,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,18958,2009,85241.06,1,52,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1335,1948,45422.18,1,35,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,307,1989,84377.19,1,65,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1,616,1998,117580.38,1,54,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,2863,1928,77733.46,1,66,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,5810,2003,35439.69,1,63,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,3337,1976,47834.4,1,52,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1449,1960,78652.22,1,35,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,1454,2013,137109.86,1,66,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,1687,1952,43940.9,1,39,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1450,1998,52711.07,1,36,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,739,1958,219.92,1,58,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,2708,1954,34199.83,1,53,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,104636,1995,54337.0,1,46,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2193,1969,66487.69,1,34,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,5450,2008,4198.14,1,31,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,84074,2008,115732.03,1,77,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,3208,2001,81536.29,1,44,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,1,2512,1840,53071.75,1,43,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0,1192,1875,142491.62,1,35,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,-14,1999,27599.35,1,52,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,3705,2002,119525.69,1,55,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,4266,2006,21499.29,1,38,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,9985,1986,87194.72,1,54,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1062,1997,79862.85,1,65,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,3516,2008,51497.37,1,38,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,3138,2001,76148.96,1,45,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,1960,1847,50872.54,1,37,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,646,1883,63766.42,1,52,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1974,1979,143838.08,1,37,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,3840,1986,44684.84,0,43,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,2489,1993,67609.99,0,32,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,2419,2007,993.9033,1,51,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,1,3148,1987,105742.39,1,49,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,2090,1975,82741.89,1,71,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,621,1976,39526.46,0,41,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,90532,1948,89731.56,1,29,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0,47,2010,56241.2,1,28,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,341,1998,73116.14,1,20,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1,852,1999,111233.22,1,32,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,2066,2004,9668.72,1,61,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,163,2010,127480.33,1,47,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1845,2009,170636.06,1,40,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,222,1971,54599.61,1,38,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,904,2001,85432.58,1,38,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,1151,1876,127671.84,1,35,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2372,2005,102686.23,1,65,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,1487,1928,67602.95,1,44,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,4403,1925,119133.21,1,23,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,3251,2007,69089.42,0,81,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,1,2171,1950,125325.51,1,39,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,2970,1998,10551.83,1,42,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,2206,1940,130837.35,1,63,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3536,1989,1088.02,1,50,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,669,1980,74479.53,0,46,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,1237,2000,111097.65,1,29,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,5273,1999,11221.77,1,27,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,6237,2008,54822.52,1,34,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,3376,2007,78957.0,1,53,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,1381,1998,75021.96,1,47,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,75,1847,128220.69,1,42,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,2558,1896,22093.61,1,49,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,2498,2012,43677.94,0,30,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,3349,2008,154827.25,1,42,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3441,1997,16853.64,1,65,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,1474,1893,203.6589,1,38,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,1022,2000,133640.78,1,46,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,2737,2000,5327.35,1,50,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,2779,1981,52914.09,1,61,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,101941,1975,80889.54,1,34,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,921,2002,71738.38,1,62,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,3847,1992,62004.61,1,50,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,4472,1954,160209.27,1,43,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,558,1873,95668.77,1,59,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1392,1875,57734.52,0,34,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,539,2014,831.07,1,56,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,67,2008,107029.62,1,54,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,626,2007,158.97,1,34,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,2166,1954,56970.61,1,48,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,642,2010,156433.36,1,40,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1901,1982,711.403,1,40,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0,704,1972,107714.3,1,49,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,0,3874,1997,49510.92,1,42,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2134,2012,20422.41,1,41,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1599,1993,93.7639,1,34,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,3042,2008,66.3423,1,40,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,1,597,1999,96539.14,1,50,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3432,2007,120549.45,1,41,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1536,1865,56938.64,1,31,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,2478,2004,16460.49,1,24,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1116,1998,18821.35,1,59,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,911,1998,47624.29,1,20,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,433,1978,22053.1,1,42,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0,732,1937,53552.67,0,45,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,2048,1993,55348.25,1,40,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,881,1977,98341.47,1,70,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,3641,1998,11641.2,1,41,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,2325,1986,86247.91,1,53,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,918,1987,626.7561,1,53,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,0,197,1998,1006.15,1,36,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,66,2011,253698.68,1,31,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,59,2001,46057.7,1,66,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,1,304,2001,56556.04,1,63,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,2664,2010,27639.44,1,73,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,359,2003,54189.62,1,47,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,3623,2005,21186.62,1,40,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,1,1981,1946,86679.11,1,39,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,206,2008,263466.82,1,27,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,913,1987,552.3862,1,59,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,419,1846,49353.03,1,31,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1187,1977,73844.94,1,10,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,645,2007,57470.1,0,74,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,861,1920,37379.32,1,38,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,1,3095,2000,135407.89,1,41,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,6123,1974,35824.88,1,65,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,5422,2012,88949.09,1,27,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,102,1947,45996.16,1,62,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,83,1999,99808.76,1,41,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,3147,1898,82057.87,1,32,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,3070,1873,418.4248,1,56,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,1,111,1998,9731.67,1,53,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,3341,2000,21557.85,1,51,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,4558,1965,45377.81,1,58,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,2120,2005,33481.37,1,42,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,1,2495,1997,218318.76,1,27,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,1,1731,2013,96488.7,1,45,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,850,1994,93337.49,1,31,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0,818,1947,87635.03,1,21,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,777,1954,8290.07,1,55,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,2961,1933,45.9405,1,63,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,583,2011,161659.69,1,42,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,4707,2007,50826.91,1,47,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,2372,1896,112548.94,0,35,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,426,1992,200232.3,1,47,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1624,1988,46037.92,0,54,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,4220,1989,167363.39,0,52,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,9268,2003,31416.69,1,56,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,730,2004,94754.87,1,41,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,1566,2009,76941.3,0,37,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,786,2013,123175.08,1,57,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,304,2004,110256.81,1,58,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,248,2000,105995.03,0,46,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,3098,1977,1515.79,1,42,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,871,2005,84151.42,1,62,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,5749,1997,46591.17,1,44,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,153,1981,144342.21,1,57,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,1,445,1964,19544.25,1,44,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1971,2001,81660.94,1,30,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,1231,1999,357.8213,1,73,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0,451,2000,66.1509,1,50,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,2774,2006,6001.7,1,37,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,5766,2010,427.14,1,34,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1928,2011,81146.02,1,19,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,3386,1875,80430.01,1,30,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,467,1953,70772.67,1,68,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,3419,2012,109115.07,1,41,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,2035,1987,50.2928,1,68,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,0,2553,1915,75599.62,1,43,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,5053,1998,280175.95,1,27,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0,2517,1958,113596.11,0,38,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,370,2010,82942.72,1,33,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,2782,2007,94083.76,1,29,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,775,1951,80043.94,1,37,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,2536,1957,121205.71,0,21,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1053,1967,105539.75,1,67,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1428,2010,77252.41,1,56,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,892,2009,962.4853,1,41,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,3840,2005,108306.06,1,52,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,1850,2005,204380.65,0,36,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1616,2009,43185.6,1,13,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,2800,2005,25145.54,1,74,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,1904,2003,105575.01,1,49,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,474,2010,58633.99,1,36,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,1580,1998,248668.8,1,12,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1454,1909,66669.92,1,27,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1220,1999,82367.6,1,59,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,3916,2003,31484.12,1,53,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,175,2003,67010.19,1,58,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,2527,2002,99330.82,0,25,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,1538,1969,80496.17,1,66,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1624,1989,637.4783,1,51,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,1526,2013,7857.19,1,53,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,2478,1953,846.9207,1,55,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,0,3631,2011,661.0799,1,17,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0,1061,1855,84452.71,1,32,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,1065,1954,125655.65,1,39,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1549,2006,84330.65,1,52,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,4988,1969,112883.48,1,25,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
1,0,1810,2005,74887.96,1,37,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,301,1977,118724.38,1,42,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,1373,1919,37811.56,1,54,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,2984,2004,105433.14,1,45,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,777,1885,48948.28,1,33,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0,2215,2009,60777.6,1,71,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,3899,1995,108398.51,0,30,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,1,1083,1989,41013.1,1,58,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,3272,1997,177954.61,1,40,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,5280,1984,71470.16,0,46,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,2324,2006,49993.47,1,40,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,1,1436,1908,194839.19,1,45,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,3299,2001,23827.69,1,52,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,452,2013,59928.96,1,53,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1605,1994,133294.13,1,50,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,1217,1938,209759.28,1,48,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,3052,1980,99019.7,1,33,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,3027,2013,54712.69,1,48,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,1692,1937,110.51,1,29,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,883,2012,234902.2,1,29,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,2516,1987,179615.71,0,33,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,650,2014,145452.0,0,40,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2386,1992,79372.81,1,37,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,3102,2006,17928.72,1,58,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,2571,1988,28337.8,1,59,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,5262,1998,47138.85,1,47,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,1200,2005,55417.77,0,46,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,788,2007,489.9182,1,51,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
1,0,1396,2006,115215.06,1,57,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
